#IDXCOL=2,DATACOL=2,SEP=' '
timeStep pedestrianId x-PID9 y-PID9
1 1 27.54160164698729 116.5180359746458
1 2 52.70258491026245 115.64357659316394
1 3 101.6032809045054 115.22275879886476
1 4 144.89962008560337 115.02685021886829
2 1 27.443080787851137 116.1714227205335
2 2 52.327823463552306 115.11867568025741
2 3 101.92037096652399 114.9330737370087
2 4 144.8996200856034 114.38860102352761
3 1 27.3394217217165 115.82920451976342
3 2 51.830627360561735 114.67015110528227
3 3 102.25999428256901 114.66719020665812
3 4 144.92673735178968 113.7511115411572
4 1 27.204293081126025 115.51390435838564
4 2 51.309605365126494 114.2685067648264
4 3 102.62936420043376 114.43272755673443
4 4 144.943971072319 113.1133451629605
5 1 27.080905056765157 115.1894097645222
5 2 50.777265001727855 113.91410224426797
5 3 102.96230958979348 114.19570956804002
5 4 144.94397107231896 112.47509596761984
6 1 26.9876001411822 114.84135617620669
6 2 50.13095504111799 113.65024770431488
6 3 103.27778921506717 113.93119817782396
6 4 144.943971072319 111.83684677227916
7 1 26.8408834765233 114.51973798028634
7 2 49.72733374186623 113.08616272432438
7 3 103.56519731654183 113.60134449262493
7 4 144.94397107231896 111.19859757693851
8 1 26.620732390811234 114.23446511604747
8 2 49.24740326572256 112.66342052256583
8 3 103.80486095318248 113.23713363767183
8 4 144.943971072319 110.56034838159783
9 1 26.44831573807453 113.93233392691971
9 2 48.75673028556206 112.27410794607432
9 3 104.01876363547042 112.85600249741724
9 4 144.943971072319 109.92209918625717
10 1 26.313187097484047 113.61703376554193
10 2 48.28184193549498 111.86818953466135
10 3 104.1914469651373 112.45402322172284
10 4 144.94397107231896 109.28384999091651
11 1 26.150605327473762 113.30695848682545
11 2 47.72583663669687 111.57592403585294
11 3 104.45360786799834 112.1470743324948
11 4 144.9517881565648 108.64628114345003
12 1 25.97635805416438 112.99910338800142
12 2 47.149508796908115 111.192554913007
12 3 104.77787410877362 111.90534832805363
12 4 145.0620510042319 108.017628505042
13 1 25.835054536158747 112.68497842998383
13 2 46.533648061745865 110.86855239477622
13 3 105.03942247868821 111.55463573827723
13 4 145.08082249637218 107.38101305757604
14 1 25.69992589556826 112.36967826860605
14 2 45.91795258654067 110.54337789695411
14 3 105.34695621664652 111.25243196789569
14 4 145.1670433978569 106.75279166728558
15 1 25.564797254977783 112.05437810722827
15 2 45.36281256579724 110.14284594557905
15 3 105.71112819818677 111.00997446998383
15 4 145.2626244670664 106.12565889861197
16 1 25.423555857011515 111.73981515031365
16 2 44.99900348149004 109.61029542169803
16 3 106.02905144496373 110.72078037799012
16 4 145.2666164736865 105.48752720153907
17 1 25.238676054082777 111.43051502732582
17 2 44.56609544377735 109.07115654725605
17 3 106.36635097101538 110.48961457887222
17 4 145.30415562119123 104.85038291037918
18 1 25.066891998494082 111.1196355445182
18 2 44.06435398912302 108.66503276008125
18 3 106.76090163423731 110.40183213534411
18 4 145.30921573422893 104.21228265129366
19 1 24.931763357903606 110.80433538314043
19 2 43.49152000252028 108.35296223418328
19 3 107.10540453195009 110.20304785967281
19 4 145.37522762045407 103.57954161718888
20 1 24.796634717313125 110.48903522176265
20 2 42.85553236744441 108.06533112658302
20 3 107.39920126740637 109.93469311616488
20 4 145.44049966350744 102.946738849119
21 1 24.661506076722638 110.17373506038486
21 2 42.20639840352689 107.8085026228571
21 3 107.53321689493394 109.51822381116025
21 4 145.4404996635074 102.30848965377834
22 1 24.495685016487766 109.86392264118079
22 2 41.6511927735772 107.3930725237722
22 3 107.76831056612431 109.16851626928751
22 4 145.44049966350744 101.67024045843768
23 1 24.304130430238743 109.55871132406065
23 2 41.181813510252994 106.93501639629348
23 3 108.07253884482745 108.8683459331711
23 4 145.4404996635074 101.031991263097
24 1 24.151126833799523 109.23379259108891
24 2 40.81225865419354 106.42210357863038
24 3 108.45114212398953 108.72679897895324
24 4 145.44049966350744 100.39374206775635
25 1 24.015908640043115 108.89978189112783
25 2 40.540077698077134 105.81936999629112
25 3 108.83015673807392 108.58636290006233
25 4 145.44049966350744 99.75549287241567
26 1 23.907616838054714 108.55634783082056
26 2 40.102979733155884 105.34512061108107
26 3 109.20964426137827 108.44720398767453
26 4 145.4404996635074 99.11724367707501
27 1 23.805050220015147 108.21091014255366
27 2 39.80600214208363 104.7617056894239
27 3 109.60547201842856 108.36816757470548
27 4 145.44049966350744 98.47899448173435
28 1 23.671060709922866 107.89455566779696
28 2 39.50089128683305 104.18543958167574
28 3 109.96406806972118 108.20918074286004
28 4 145.4404996635074 97.84074528639367
29 1 23.53593206933239 107.57925550641919
29 2 39.08310213326129 103.69815920567001
29 3 110.24221772350346 107.87148318507582
29 4 145.53958989238046 97.2137060413678
30 1 23.400803428741902 107.2639553450414
30 2 38.47552587947911 103.35943615941736
30 3 110.52726552528559 107.54773508236536
30 4 145.61746587911452 96.58426685637762
31 1 23.26567478815142 106.94865518366362
31 2 38.15192101406182 102.76830843834166
31 3 110.83518422206625 107.27398625805981
31 4 145.6174658791145 95.94601766103696
32 1 23.13054614756094 106.63335502228583
32 2 37.60202273931566 102.38488379493896
32 3 111.23166957507424 107.19540287501508
32 4 145.61746587911452 95.30776846569628
33 1 22.99541750697046 106.31805486090805
33 2 37.117949897617166 101.9541686057425
33 3 111.53485151433566 106.94118664778651
33 4 145.648176649649 94.67028023409222
34 1 22.86028886637997 106.00275469953027
34 2 36.71546441369536 101.44799278897011
34 3 111.77966059199883 106.57864681075172
34 4 145.80238059974678 94.06137862042061
35 1 22.72516022578949 105.68745453815248
35 2 36.13293276554245 101.06329464452743
35 3 112.00140709731821 106.20150577902581
35 4 145.9042470432668 93.44350271378394
36 1 22.59003158519901 105.3721543767747
36 2 35.603267511123626 100.6281292432775
36 3 112.2027832290175 105.8138332511119
36 4 145.9537377812617 92.81515166604225
37 1 22.454902944608527 105.05685421539691
37 2 35.13369079492776 100.11972813718856
37 3 112.38229100776559 105.41485477073788
37 4 146.1533461667709 92.21679197029974
38 1 22.319774304018043 104.74155405401913
38 2 34.68211558527328 99.5874087097738
38 3 112.5458557960501 105.00911476304047
38 4 146.3750329373225 91.61827963866787
39 1 22.239732843291694 104.3949505221851
39 2 34.18577657964418 99.11575637161177
39 3 112.78003804226276 104.68786079244326
39 4 146.42693951166484 90.98933458206811
40 1 22.172851801806715 104.04086856288593
40 2 33.533083343580934 98.86811283134739
40 3 113.15159517450665 104.5287341739304
40 4 146.53159604711666 90.3720166938178
41 1 22.041304461553842 103.72353332235798
41 2 33.10997526309656 98.32125676503344
41 3 113.52565135192553 104.31798262564554
41 4 146.74612919397768 89.77712799430165
42 1 21.904992273188064 103.40773017018323
42 2 32.733281984424835 97.77692776386182
42 3 113.86038545788634 104.05663101912991
42 4 146.9880381343406 89.18879314762924
42 5 55.6496264281984 117.40791334293186
43 1 21.756396353919573 103.08670660889145
43 2 32.33236151607104 97.24496059015267
43 3 114.04106431461116 103.6581814976529
43 4 146.98803813434057 88.55054395228856
43 5 55.48903337032082 117.05573564405445
44 1 21.61087422714498 102.76698936523934
44 2 31.891535842343686 96.71526031216166
44 3 114.34038078742415 103.36172252757339
44 4 147.10177451239312 87.9251019348264
44 5 55.27137402341625 116.73763316032742
45 1 21.475745586554503 102.45168920386156
45 2 31.52691820764883 96.18326304639807
45 3 114.70402269889708 103.12003445750653
45 4 147.16420423533515 87.29388257972079
45 5 54.93169903123958 116.49238821535491
46 1 21.342232730015184 102.12883763738864
46 2 30.957101782026825 95.79825031049519
46 3 115.02424173413391 102.83381197067938
46 4 147.22783518418578 86.66835957415024
46 5 54.563730557196564 116.29677048951318
47 1 21.211487661337834 101.79305074868124
47 2 30.403059013480107 95.37646088713117
47 3 115.34190497166654 102.54478057007445
47 4 147.41175280090815 86.06689390215406
